ID;Index;EnglishName;ChineseName;ItemType;Notes
Item_CheongboHelmetTAO;212;CheongboHelmet(TAO);青宝头盔·道士;Helmet;
Item_CheongboHelmetASSA;215;CheongboHelmet(ASSA);青宝头盔·刺客;Helmet;
Item_CheongboHelmetARCH;218;CheongboHelmet(ARCH);青宝头盔·弓手;Helmet;
Item_BronzeHelmet;595;BronzeHelmet;青铜头盔;Helmet;
Item_MagicHelmet;596;MagicHelmet;魔法头盔;Helmet;
Item_BrassHelmet;597;BrassHelmet;黄铜头盔;Helmet;
Item_GoldenTiara;598;GoldenTiara;黄金头饰;Helmet;
Item_SkeletonHelmet;599;SkeletonHelmet;骷髅头盔;Helmet;
Item_ShamanHelmet;600;ShamanHelmet;萨满头盔;Helmet;
Item_SteelHelmet;601;SteelHelmet;钢铁头盔;Helmet;
Item_HelmetOfHero;602;HelmetOfHero;英雄头盔;Helmet;
Item_BlackIronHelmet;603;BlackIronHelmet;玄铁头盔;Helmet;
Item_GreatHelmet;604;GreatHelmet;巨型头盔;Helmet;
Item_WisdomCoronet;605;WisdomCoronet;智慧冠冕;Helmet;
Item_TaoCoronet;606;TaoCoronet;道冠冕;Helmet;
Item_RoyalHelmet;607;RoyalHelmet;皇家头盔;Helmet;
Item_HelmetOfKings;608;HelmetOfKings;王者头盔;Helmet;
Item_HelmetOfSorcery;609;HelmetOfSorcery;巫术头盔;Helmet;
Item_PurifiedMask;610;PurifiedMask;净化面罩;Helmet;
Item_DemonShadow;611;DemonShadow;魔影头盔;Helmet;
Item_SuperiorBronzeHelmet;1193;SuperiorBronzeHelmet;上等青铜头盔;Helmet;
Item_SuperiorMagicHelmet;1201;SuperiorMagicHelmet;上等魔法头盔;Helmet;
Item_GonryunSanggwan寶;1457;GonryunSanggwan(寶);昆仑头冠·宝;Helmet;
Item_GonryunSanggwan聖;1458;GonryunSanggwan(聖);昆仑头冠·圣;Helmet;
Item_GonryunSanggwan神;1459;GonryunSanggwan(神);昆仑头冠·神;Helmet;
Item_GonryunSanggwan寶1;1493;GonryunSanggwan(寶)1;昆仑头冠·宝1;Helmet;
Item_GonryunSanggwan寶2;1494;GonryunSanggwan(寶)2;昆仑头冠·宝2;Helmet;
Item_GonryunSanggwan寶3;1495;GonryunSanggwan(寶)3;昆仑头冠·宝3;Helmet;
Item_GonryunSanggwan寶4;1496;GonryunSanggwan(寶)4;昆仑头冠·宝4;Helmet;
Item_GonryunSanggwan寶5;1497;GonryunSanggwan(寶)5;昆仑头冠·宝5;Helmet;
Item_GonryunSanggwan聖1;1498;GonryunSanggwan(聖)1;昆仑头冠·圣1;Helmet;
Item_GonryunSanggwan聖2;1499;GonryunSanggwan(聖)2;昆仑头冠·圣2;Helmet;
Item_GonryunSanggwan聖3;1500;GonryunSanggwan(聖)3;昆仑头冠·圣3;Helmet;
Item_GonryunSanggwan聖4;1501;GonryunSanggwan(聖)4;昆仑头冠·圣4;Helmet;
Item_GonryunSanggwan聖5;1502;GonryunSanggwan(聖)5;昆仑头冠·圣5;Helmet;
Item_GonryunSanggwan神1;1503;GonryunSanggwan(神)1;昆仑头冠·神1;Helmet;
Item_GonryunSanggwan神2;1504;GonryunSanggwan(神)2;昆仑头冠·神2;Helmet;
Item_GonryunSanggwan神3;1505;GonryunSanggwan(神)3;昆仑头冠·神3;Helmet;
Item_GonryunSanggwan神4;1506;GonryunSanggwan(神)4;昆仑头冠·神4;Helmet;
Item_GonryunSanggwan神5;1507;GonryunSanggwan(神)5;昆仑头冠·神5;Helmet;
Item_FishingHook;795;FishingHook;鱼钩;Hook;
Item_LeatherMask;786;LeatherMask;皮面具;Mask;
Item_WhiteMask;787;WhiteMask;白面具;Mask;
Item_BlackMask;788;BlackMask;黑面具;Mask;
Item_SilverMask;789;SilverMask;白银面具;Mask;
Item_TitaniumMask;790;TitaniumMask;钛金面具;Mask;
Item_Chicken;850;Chicken;鸡肉;Meat;
Item_Pork;851;Pork;猪肉;Meat;
Item_Beef;852;Beef;牛肉;Meat;
Item_Venison;853;Venison;鹿肉;Meat;
Item_Mutton;854;Mutton;羊肉;Meat;
Item_Meat;855;Meat;肉块;Meat;
Item_BengalTiger;764;BengalTiger;孟加拉虎;Mount;
Item_BlueTiger;765;BlueTiger;蓝虎;Mount;
Item_BlackLeopard;766;BlackLeopard;黑豹;Mount;
Item_IceLeopard;767;IceLeopard;冰豹;Mount;
Item_PantheraTiger;768;PantheraTiger;猛虎;Mount;
Item_RedTiger;769;RedTiger;赤虎;Mount;
Item_WhiteTiger;770;WhiteTiger;白虎;Mount;
Item_Wolf;771;Wolf;野狼;Mount;
Item_BrownWolf;772;BrownWolf;棕狼;Mount;
Item_BlueWolf;773;BlueWolf;蓝狼;Mount;
Item_BlackWolf;774;BlackWolf;黑狼;Mount;
Item_WhiteWolf;775;WhiteWolf;白狼;Mount;
Item_SpiritNecklace;8;SpiritNecklace;灵魂项链;Necklace;
Item_RecallNecklace;12;RecallNecklace;回城项链;Necklace;
Item_RedOrchidNecklace;15;RedOrchidNecklace;红兰项链;Necklace;
Item_RedFlowerNecklace;18;RedFlowerNecklace;红花项链;Necklace;
Item_SmashPendulum;21;SmashPendulum;碎魔坠;Necklace;
Item_HwanDevilNecklace;24;HwanDevilNecklace;幻魔项链;Necklace;
Item_PurityNecklace;27;PurityNecklace;净化项链;Necklace;
Item_FiveStringNecklace;30;FiveStringNecklace;五弦项链;Necklace;
Item_MirNecklace;63;MirNecklace;米尔项链;Necklace;
Item_MirNecklace1;64;MirNecklace1;米尔项链1;Necklace;
Item_MirNecklace2;65;MirNecklace2;米尔项链2;Necklace;
Item_MirNecklace3;66;MirNecklace3;米尔项链3;Necklace;
Item_MirNecklace4;67;MirNecklace4;米尔项链4;Necklace;
Item_MirNecklace5;68;MirNecklace5;米尔项链5;Necklace;
Item_BugNecklace;87;BugNecklace;虫蛀项链;Necklace;
Item_WhiteGoldNecklace;92;WhiteGoldNecklace;白金项链;Necklace;
Item_WhiteGoldNecklaceH;97;WhiteGoldNecklace(H);白金项链（加强）;Necklace;
Item_RedJadeNecklace;102;RedJadeNecklace;赤玉项链;Necklace;
Item_RedJadeNecklaceH;107;RedJadeNecklace(H);赤玉项链（加强）;Necklace;
Item_NephriteNecklace;112;NephriteNecklace;碧玉项链;Necklace;
Item_NephriteNecklaceH;117;NephriteNecklace(H);碧玉项链（加强）;Necklace;
Item_TarragonNecklace;139;TarragonNecklace;泰拉冈项链;Necklace;
Item_NecklaceOfAgony;182;NecklaceOfAgony;苦痛项链;Necklace;
Item_NecklaceOfAgony1;183;NecklaceOfAgony1;苦痛项链1;Necklace;
Item_NecklaceOfAgony2;184;NecklaceOfAgony2;苦痛项链2;Necklace;
Item_NecklaceOfAgony3;185;NecklaceOfAgony3;苦痛项链3;Necklace;
Item_NecklaceOfAgony4;186;NecklaceOfAgony4;苦痛项链4;Necklace;
Item_NecklaceOfAgony5;187;NecklaceOfAgony5;苦痛项链5;Necklace;
Item_GoldNecklace;534;GoldNecklace;黄金项链;Necklace;
Item_PrecisionNecklace;535;PrecisionNecklace;精准项链;Necklace;
Item_BlackNecklace;536;BlackNecklace;黑色项链;Necklace;
Item_EbonyNecklace;537;EbonyNecklace;乌木项链;Necklace;
Item_YellowNecklace;538;YellowNecklace;黄色项链;Necklace;
Item_PlatinumNecklace;539;PlatinumNecklace;铂金项链;Necklace;
Item_JadeNecklace;540;JadeNecklace;玉石项链;Necklace;
Item_TigerNecklace;541;TigerNecklace;虎牙项链;Necklace;
Item_ElusionNecklace;542;ElusionNecklace;闪避项链;Necklace;
Item_NagaNecklace;543;NagaNecklace;娜迦项链;Necklace;
Item_AmberNecklace;544;AmberNecklace;琥珀项链;Necklace;
Item_PhoenixBead;545;PhoenixBead;凤凰念珠;Necklace;
Item_LanternNecklace;546;LanternNecklace;灯笼项链;Necklace;
Item_GaleNecklace;547;GaleNecklace;疾风项链;Necklace;
Item_WarriorNecklace;548;WarriorNecklace;战士项链;Necklace;
Item_BlueCrystalNecklace;549;BlueCrystalNecklace;蓝晶项链;Necklace;
Item_BlueJadeNecklace;550;BlueJadeNecklace;蓝玉项链;Necklace;
Item_ConvexLens;551;ConvexLens;凸透镜坠;Necklace;
Item_BambooPipe;552;BambooPipe;竹笛;Necklace;
Item_BlueThunderNecklace;553;BlueThunderNecklace;蓝雷项链;Necklace;
Item_SpiritPowerNecklace;554;SpiritPowerNecklace;灵力项链;Necklace;
Item_ClawNecklace;555;ClawNecklace;利爪项链;Necklace;
Item_LifeNecklace;556;LifeNecklace;生命项链;Necklace;
Item_PearlNecklace;557;PearlNecklace;珍珠项链;Necklace;
Item_AmethystNecklace;558;AmethystNecklace;紫晶项链;Necklace;
Item_DemonicBells;559;DemonicBells;魔铃项链;Necklace;
Item_SoulNecklace;560;SoulNecklace;灵魂项链;Necklace;
Item_GreenBead;561;GreenBead;翠玉念珠;Necklace;
Item_HeroNecklace;562;HeroNecklace;英雄项链;Necklace;
Item_AdamantineNecklace;563;AdamantineNecklace;精金项链;Necklace;
Item_RequiemNecklace;564;RequiemNecklace;安魂项链;Necklace;
Item_CuspidNecklace;565;CuspidNecklace;尖牙项链;Necklace;
Item_SorceryAnchor;566;SorceryAnchor;巫术坠饰;Necklace;
Item_PurifiedMirror;567;PurifiedMirror;净化之镜;Necklace;
Item_AdamantNecklace;568;AdamantNecklace;坚钢项链;Necklace;
Item_EvilTriangle;569;EvilTriangle;邪恶三角坠;Necklace;
Item_CrossPurified;570;CrossPurified;净化十字坠;Necklace;
Item_PurpleFoxCollar;571;PurpleFoxCollar;紫狐项圈;Necklace;
Item_RedFoxCollar;572;RedFoxCollar;赤狐项圈;Necklace;
Item_BlueFoxCollar;573;BlueFoxCollar;蓝狐项圈;Necklace;
Item_GreatPurpleFoxCollar;574;GreatPurpleFoxCollar;大紫狐项圈;Necklace;
Item_GreatRedFoxCollar;575;GreatRedFoxCollar;大赤狐项圈;Necklace;
Item_GreatBlueFoxCollar;576;GreatBlueFoxCollar;大蓝狐项圈;Necklace;
Item_SurvivalNecklace;577;SurvivalNecklace;生存项链;Necklace;
Item_DemonMask;578;DemonMask;魔面具坠;Necklace;
Item_VioletOrb;579;VioletOrb;紫罗灵珠坠;Necklace;
Item_KunroonTear;580;KunroonTear;昆仑之泪;Necklace;
Item_DragonNecklace;581;DragonNecklace;龙纹项链;Necklace;
Item_DragonNecklace1;582;DragonNecklace1;龙纹项链1;Necklace;
Item_DragonNecklace2;583;DragonNecklace2;龙纹项链2;Necklace;
Item_DragonNecklace3;584;DragonNecklace3;龙纹项链3;Necklace;
Item_DragonNecklace4;585;DragonNecklace4;龙纹项链4;Necklace;
Item_DragonNecklace5;586;DragonNecklace5;龙纹项链5;Necklace;
Item_DragonPendant;587;DragonPendant;龙纹坠饰;Necklace;
Item_DragonPendant1;588;DragonPendant1;龙纹坠饰1;Necklace;
Item_DragonPendant2;589;DragonPendant2;龙纹坠饰2;Necklace;
Item_DragonPendant3;590;DragonPendant3;龙纹坠饰3;Necklace;
Item_DragonPendant4;591;DragonPendant4;龙纹坠饰4;Necklace;
Item_DragonPendant5;592;DragonPendant5;龙纹坠饰5;Necklace;
Item_ProbeNecklace;593;ProbeNecklace;探测项链;Necklace;
Item_SkillNecklace;594;SkillNecklace;技能项链;Necklace;
Item_GoldenPendant;1171;GoldenPendant;黄金坠饰;Necklace;
Item_PrecisionPendant;1181;PrecisionPendant;精准坠饰;Necklace;
Item_BlackCrystalPendant;1187;BlackCrystalPendant;黑晶坠饰;Necklace;
Item_EbonyPendant;1188;EbonyPendant;乌木坠饰;Necklace;
Item_YellowCrystalPendant;1189;YellowCrystalPendant;黄晶坠饰;Necklace;
Item_OldNagaNecklace;1203;OldNagaNecklace;旧娜迦项链;Necklace;
Item_AmberPendant;1204;AmberPendant;琥珀坠饰;Necklace;
Item_WornBeadofPhoenix;1205;WornBeadofPhoenix;破损凤凰念珠;Necklace;
Item_BlueJadePendant;1231;BlueJadePendant;蓝玉坠饰;Necklace;
Item_ClawPendant;1236;ClawPendant;利爪坠饰;Necklace;
Item_FireConvexLens;1237;FireConvexLens;火焰凸透镜坠;Necklace;
Item_StrongBambooFlute;1238;StrongBambooFlute;结实竹笛;Necklace;
Item_GonryunYeoseonru寶;1460;GonryunYeoseonru(寶);昆仑灵露项链·宝;Necklace;
Item_GonryunYeoseonru聖;1461;GonryunYeoseonru(聖);昆仑灵露项链·圣;Necklace;
Item_GonryunYeoseonru神;1462;GonryunYeoseonru(神);昆仑灵露项链·神;Necklace;
Item_GonryunYeoseonru寶1;1478;GonryunYeoseonru(寶)1;昆仑灵露项链·宝1;Necklace;
Item_GonryunYeoseonru寶2;1479;GonryunYeoseonru(寶)2;昆仑灵露项链·宝2;Necklace;
Item_GonryunYeoseonru寶3;1480;GonryunYeoseonru(寶)3;昆仑灵露项链·宝3;Necklace;
Item_GonryunYeoseonru寶5;1481;GonryunYeoseonru(寶)5;昆仑灵露项链·宝5;Necklace;
Item_GonryunYeoseonru寶4;1482;GonryunYeoseonru(寶)4;昆仑灵露项链·宝4;Necklace;
Item_GonryunYeoseonru聖1;1483;GonryunYeoseonru(聖)1;昆仑灵露项链·圣1;Necklace;
Item_GonryunYeoseonru聖2;1484;GonryunYeoseonru(聖)2;昆仑灵露项链·圣2;Necklace;
Item_GonryunYeoseonru聖3;1485;GonryunYeoseonru(聖)3;昆仑灵露项链·圣3;Necklace;
Item_GonryunYeoseonru聖5;1486;GonryunYeoseonru(聖)5;昆仑灵露项链·圣5;Necklace;
Item_GonryunYeoseonru聖4;1487;GonryunYeoseonru(聖)4;昆仑灵露项链·圣4;Necklace;
Item_GonryunYeoseonru神1;1488;GonryunYeoseonru(神)1;昆仑灵露项链·神1;Necklace;
Item_GonryunYeoseonru神2;1489;GonryunYeoseonru(神)2;昆仑灵露项链·神2;Necklace;
Item_GonryunYeoseonru神3;1490;GonryunYeoseonru(神)3;昆仑灵露项链·神3;Necklace;
Item_GonryunYeoseonru神4;1491;GonryunYeoseonru(神)4;昆仑灵露项链·神4;Necklace;
Item_GonryunYeoseonru神5;1492;GonryunYeoseonru(神)5;昆仑灵露项链·神5;Necklace;
Item_Invitation;715;Invitation;邀请函;Nothing;
Item_Stamp;838;Stamp;印章;Nothing;
Item_GoldBar;839;GoldBar;金条;Nothing;
Item_GoldBarBundle;840;GoldBarBundle;金条捆;Nothing;
Item_GoldChest;841;GoldChest;黄金宝箱;Nothing;
Item_GambleChip;842;GambleChip;赌博筹码;Nothing;
Item_Dice;843;Dice;骰子;Nothing;
Item_UnknownOrb;844;UnknownOrb;未知宝珠;Nothing;
Item_AdmissionOrb;845;AdmissionOrb;入场宝珠;Nothing;
Item_ScrollOfSeal;846;ScrollOfSeal;封印卷轴;Nothing;
Item_GuardianOrb;847;GuardianOrb;守护宝珠;Nothing;
Item_BichonToken;848;BichonToken;比奇令牌;Nothing;
Item_TimeStonePiece;849;TimeStonePiece;时间之石碎片;Nothing;
Item_WoomaHeart;1079;WoomaHeart;沃玛之心;Nothing;
Item_StoneHeart;1080;StoneHeart;石之心;Nothing;
Item_PrajnaHeart;1081;PrajnaHeart;般若之心;Nothing;
Item_ZumaHeart;1082;ZumaHeart;祖玛之心;Nothing;
Item_SnakeWine;1121;SnakeWine;蛇酒;Nothing;
Item_GuardRental[7d];1290;GuardRental[7d];守卫租赁（7天）;Nothing;
Item_MysteriousStone[3d];1294;MysteriousStone[3d];神秘之石（3天）;Nothing;
Item_WhiteWine;1329;WhiteWine;白葡萄酒;Nothing;
Item_RedWine;1330;RedWine;红葡萄酒;Nothing;
Item_Wine;1331;Wine;葡萄酒;Nothing;
Item_CannibalWine;1332;CannibalWine;食人酒;Nothing;
Item_SpiderWine;1333;SpiderWine;蜘蛛酒;Nothing;
Item_MongchonWine;1334;MongchonWine;盟重酒;Nothing;
Item_BloodWine;1335;BloodWine;血酒;Nothing;
Item_PremiumPass[1d];1342;PremiumPass[1d];高级通行证（1天）;Nothing;
Item_PremiumPass[3d];1343;PremiumPass[3d];高级通行证（3天）;Nothing;
Item_PremiumPass[7d];1344;PremiumPass[7d];高级通行证（7天）;Nothing;
Item_PremiumPass[15d];1345;PremiumPass[15d];高级通行证（15天）;Nothing;
Item_CopperOre;824;CopperOre;铜矿石;Ore;
Item_IronOre;825;IronOre;铁矿石;Ore;
Item_SilverOre;826;SilverOre;银矿石;Ore;
Item_GoldOre;827;GoldOre;金矿石;Ore;
Item_BlackIronOre;828;BlackIronOre;玄铁矿石;Ore;
Item_Amethyst;829;Amethyst;紫水晶;Ore;
Item_Ruby;830;Ruby;红宝石;Ore;
Item_Platinum;831;Platinum;白金矿石;Ore;
Item_Nephrite;832;Nephrite;碧玉原石;Ore;
Item_AdamintineOre;833;AdamintineOre;精金矿石;Ore;
Item_EmeraldOre;834;EmeraldOre;绿宝石矿;Ore;
Item_OlivineOre;835;OlivineOre;橄榄石矿;Ore;
Item_BabyPigEgg;941;BabyPigEgg;小猪蛋;Pets;
Item_ChickEgg;942;ChickEgg;小鸡蛋;Pets;
Item_KittenEgg;943;KittenEgg;小猫蛋;Pets;
Item_SkeletonEgg;944;SkeletonEgg;骷髅蛋;Pets;
Item_BaekdonEgg;945;BaekdonEgg;白顿蛋;Pets;
Item_WimaenEgg;946;WimaenEgg;维玛恩蛋;Pets;
Item_BlackKittenEgg;947;BlackKittenEgg;黑猫蛋;Pets;
Item_BabyDragonEgg;948;BabyDragonEgg;幼龙蛋;Pets;
Item_OlympicEgg;949;OlympicEgg;奥运蛋;Pets;
Item_SnowManEgg;950;SnowManEgg;雪人蛋;Pets;
Item_FrogEgg;951;FrogEgg;青蛙蛋;Pets;
Item_CreatureMirror;952;CreatureMirror;灵兽之镜;Pets;
Item_BlackCreatureStone;953;BlackCreatureStone;黑色灵兽石;Pets;
Item_CreatureNuts;954;CreatureNuts;灵兽坚果;Pets;
Item_FairyMoss;955;FairyMoss;精灵苔;Pets;
Item_FreshwaterClam;956;FreshwaterClam;淡水蛤蜊;Pets;
Item_Mackerel;957;Mackerel;鲭鱼;Pets;
Item_Cherries;958;Cherries;樱桃;Pets;
Item_WonderPill;959;WonderPill;奇迹丹药;Pets;
Item_WonderBoxS;960;WonderBox(S);奇迹礼盒（小）;Pets;
Item_WonderBoxM;961;WonderBox(M);奇迹礼盒（中）;Pets;
Item_WonderBoxL;962;WonderBox(L);奇迹礼盒（大）;Pets;
Item_WonderDrugEXP;963;WonderDrug(EXP);奇迹药水（经验）;Pets;
Item_WonderDrugDROP;964;WonderDrug(DROP);奇迹药水（掉率）;Pets;
Item_WonderDrugHP;965;WonderDrug(HP);奇迹药水（生命）;Pets;
Item_WonderDrugMP;966;WonderDrug(MP);奇迹药水（魔法）;Pets;
Item_WonderDrugAC;967;WonderDrug(AC);奇迹药水（防御）;Pets;
Item_WonderDrugMAC;968;WonderDrug(MAC);奇迹药水（魔防）;Pets;
Item_WonderDrugA.SPEED;969;WonderDrug(A.SPEED);奇迹药水（攻速）;Pets;
Item_KnapsackS;970;Knapsack(S);小号背袋;Pets;
Item_KnapsackM;971;Knapsack(M);中号背袋;Pets;
Item_KnapsackL;972;Knapsack(L);大号背袋;Pets;
Item_MysteryWater;123;MysteryWater;神秘之水;Potion;
Item_HPDrugSmall;658;(HP)DrugSmall;小型生命药剂;Potion;
Item_MPDrugSmall;659;(MP)DrugSmall;小型魔法药剂;Potion;
Item_HPDrugMedium;660;(HP)DrugMedium;中型生命药剂;Potion;
Item_MPDrugMedium;661;(MP)DrugMedium;中型魔法药剂;Potion;
Item_HPDrugLarge;662;(HP)DrugLarge;大型生命药剂;Potion;
Item_MPDrugLarge;663;(MP)DrugLarge;大型魔法药剂;Potion;
Item_HPDrugXL;664;(HP)DrugXL;特大生命药剂;Potion;
Item_MPDrugXL;665;(MP)DrugXL;特大魔法药剂;Potion;
Item_HPPotionSmall;666;(HP)PotionSmall;小型生命药水;Potion;
Item_MPPotionSmall;667;(MP)PotionSmall;小型魔法药水;Potion;
Item_HPPotionMedium;668;(HP)PotionMedium;中型生命药水;Potion;
Item_MPPotionMedium;669;(MP)PotionMedium;中型魔法药水;Potion;
Item_SunPotion;670;SunPotion;太阳药水;Potion;
Item_SunPotionM;671;SunPotion(M);高级太阳药水;Potion;
Item_Ginseng;672;Ginseng;人参;Potion;
Item_OldGinseng;673;OldGinseng;老山参;Potion;
Item_Apple;674;Apple;苹果;Potion;
Item_ImpactDrugS;675;ImpactDrug(S);冲击药剂（小）;Potion;
Item_ImpactDrugM;676;ImpactDrug(M);冲击药剂（中）;Potion;
Item_ImpactDrugL;677;ImpactDrug(L);冲击药剂（大）;Potion;
Item_MagicDrugS;678;MagicDrug(S);魔力药剂（小）;Potion;
Item_MagicDrugM;679;MagicDrug(M);魔力药剂（中）;Potion;
Item_MagicDrugL;680;MagicDrug(L);魔力药剂（大）;Potion;
Item_TaoistDrugS;681;TaoistDrug(S);道士药剂（小）;Potion;
Item_TaoistDrugM;682;TaoistDrug(M);道士药剂（中）;Potion;
Item_TaoistDrugL;683;TaoistDrug(L);道士药剂（大）;Potion;
Item_StormDrugS;684;StormDrug(S);风暴药剂（小）;Potion;
Item_StormDrugM;685;StormDrug(M);风暴药剂（中）;Potion;
Item_StormDrugL;686;StormDrug(L);风暴药剂（大）;Potion;
Item_StaminaAidS;687;StaminaAid(S);体力辅助剂（小）;Potion;
Item_StaminaAidM;688;StaminaAid(M);体力辅助剂（中）;Potion;
Item_StaminaAidL;689;StaminaAid(L);体力辅助剂（大）;Potion;
Item_MagicAidS;690;MagicAid(S);魔力辅助剂（小）;Potion;
Item_MagicAidM;691;MagicAid(M);魔力辅助剂（中）;Potion;
Item_MagicAidL;692;MagicAid(L);魔力辅助剂（大）;Potion;
Item_SpencerDrug;693;SpencerDrug;斯宾塞药剂;Potion;
Item_Dumpling;694;Dumpling;饺子;Potion;
Item_BeefDumpling;695;BeefDumpling;牛肉饺子;Potion;
Item_ChickenDumpling;696;ChickenDumpling;鸡肉饺子;Potion;
Item_EggDumpling;697;EggDumpling;鸡蛋饺子;Potion;
Item_BoneDumpling;698;BoneDumpling;骨头饺子;Potion;
Item_HerbalTea;699;HerbalTea;草药茶;Potion;
Item_MeatSoup;700;MeatSoup;肉汤;Potion;
Item_ZerkSoup;701;ZerkSoup;狂暴汤;Potion;
Item_ChickenBroth;702;ChickenBroth;鸡汤;Potion;
Item_EggBroth;703;EggBroth;鸡蛋汤;Potion;
Item_BoneBroth;704;BoneBroth;骨头汤;Potion;
Item_CannibalFruitTea;705;CannibalFruitTea;食人果茶;Potion;
Item_Tinker;808;Tinker;丁鲷;Potion;
Item_SmallGobby;809;SmallGobby;小哥比鱼;Potion;
Item_Mackeral;810;Mackeral;鲭鱼;Potion;
Item_Gobby;811;Gobby;哥比鱼;Potion;
Item_DestructionLiquor1;1268;DestructionLiquor1;毁灭之酒1;Potion;
Item_DestructionLiquor3;1269;DestructionLiquor3;毁灭之酒3;Potion;
Item_DestructionLiquor5;1270;DestructionLiquor5;毁灭之酒5;Potion;
Item_MagicalLiquor1;1271;MagicalLiquor1;魔力之酒1;Potion;
Item_MagicalLiquor3;1272;MagicalLiquor3;魔力之酒3;Potion;
Item_MagicalLiquor5;1273;MagicalLiquor5;魔力之酒5;Potion;
Item_SoulLiquor1;1274;SoulLiquor1;灵魂之酒1;Potion;
Item_SoulLiquor3;1275;SoulLiquor3;灵魂之酒3;Potion;
Item_SoulLiquor5;1276;SoulLiquor5;灵魂之酒5;Potion;
Item_HealthWine1;1277;HealthWine1;强身酒1;Potion;
Item_HealthWine3;1278;HealthWine3;强身酒3;Potion;
Item_HealthWine5;1279;HealthWine5;强身酒5;Potion;
Item_MagicWine1;1280;MagicWine1;法力酒1;Potion;
Item_MagicWine3;1281;MagicWine3;法力酒3;Potion;
Item_MagicWine5;1282;MagicWine5;法力酒5;Potion;
Item_GalePotion1;1283;GalePotion1;疾风药水1;Potion;
Item_GalePotion2;1284;GalePotion2;疾风药水2;Potion;
Item_GalePotion3;1285;GalePotion3;疾风药水3;Potion;
Item_EXP30%1;1301;EXP30%1;30%经验药水1;Potion;
Item_EXP30%3;1302;EXP30%3;30%经验药水3;Potion;
Item_EXP30%5;1303;EXP30%5;30%经验药水5;Potion;
Item_EXP30%24;1304;EXP30%24;30%经验药水24;Potion;
Item_EXP50%1;1305;EXP50%1;50%经验药水1;Potion;
Item_EXP50%3;1306;EXP50%3;50%经验药水3;Potion;
Item_EXP50%5;1307;EXP50%5;50%经验药水5;Potion;
Item_EXP50%24;1308;EXP50%24;50%经验药水24;Potion;
Item_DestructionWater3;1310;DestructionWater3;毁灭之水3;Potion;
Item_DestructionWater7;1311;DestructionWater7;毁灭之水7;Potion;
Item_MagicalWater3;1312;MagicalWater3;魔力之水3;Potion;
Item_MagicalWater7;1313;MagicalWater7;魔力之水7;Potion;
Item_SoulWater3;1314;SoulWater3;灵魂之水3;Potion;
Item_SoulWater7;1315;SoulWater7;灵魂之水7;Potion;
Item_StrengthWater3;1316;StrengthWater3;力量之水3;Potion;
Item_StrengthWater7;1317;StrengthWater7;力量之水7;Potion;
Item_ElixirOfPhysical;1318;ElixirOfPhysical;体魄灵药;Potion;
Item_AccuracyPotion;1319;AccuracyPotion;精准药水;Potion;
Item_DestructionLiquor;1323;DestructionLiquor;毁灭之酒;Potion;
Item_MagicalLiquor;1324;MagicalLiquor;魔力之酒;Potion;
Item_SoulLiquor;1325;SoulLiquor;灵魂之酒;Potion;
Item_HealthWine;1326;HealthWine;强身酒;Potion;
Item_GalePotion;1327;GalePotion;疾风药水;Potion;
Item_ElixirOfMight[1d];1338;ElixirOfMight[1d];力量灵药（1天）;Potion;
Item_ElixirOfDefensive[1d];1339;ElixirOfDefensive[1d];防御灵药（1天）;Potion;
Item_ElixirOfGinseng[1d];1340;ElixirOfGinseng[1d];参灵药（1天）;Potion;
Item_EXP20%[1d];1341;EXP20%[1d];20%经验药水（1天）;Potion;
Item_BlueMarshmallow;1383;BlueMarshmallow;蓝色棉花糖;Potion;
Item_PinkMarshmallow;1387;PinkMarshmallow;粉色棉花糖;Potion;
Item_Redrecoverywater;1565;Redrecoverywater;红色恢复药水;Potion;
Item_Bluerecoverywater;1566;Bluerecoverywater;蓝色恢复药水;Potion;
Item_DeerMeat;856;DeerMeat;鹿肉块;Quest;
Item_PigEar;897;PigEar;猪耳朵;Quest;
Item_PigHoof;898;PigHoof;猪蹄;Quest;
Item_SpiderLeg;899;SpiderLeg;蜘蛛腿;Quest;
Item_CannibalPoison;900;CannibalPoison;食人毒液;Quest;
Item_CannibalLeaves;1111;CannibalLeaves;食人花叶;Quest;
Item_GingerTea;1112;GingerTea;姜茶;Quest;
Item_OmaTeeth;1113;OmaTeeth;沃玛牙齿;Quest;
Item_CannibalStem;1114;CannibalStem;食人花茎;Quest;
Item_PoisonSack;1115;PoisonSack;毒囊;Quest;
Item_Web;1116;Web;蜘蛛网;Quest;
Item_JadeRing;1117;JadeRing;玉戒指;Quest;
Item_BluePill;1118;BluePill;蓝色药丸;Quest;
Item_SecretRecipe;1119;SecretRecipe;秘方;Quest;
Item_SnakeBody;1120;SnakeBody;蛇身;Quest;
Item_EbonyFruit;1122;Ebony(Fruit);乌木果;Quest;
Item_RedSnakeTeeth;1123;RedSnakeTeeth;红蛇牙齿;Quest;
Item_OliviasRing;1124;OliviasRing;奥利维亚之戒;Quest;
Item_Relics;1125;Relics;遗物;Quest;
Item_CookBook;1126;CookBook;食谱;Quest;
Item_CannibalSeed;1127;CannibalSeed;食人花种子;Quest;
Item_CanniTea;1128;CanniTea;食人茶;Quest;
Item_BatTeeth;1129;BatTeeth;蝙蝠牙齿;Quest;
Item_Skull;1130;Skull;头骨;Quest;
